"IDS","Date/Timestamp","Detection Severity","Detection Type","Threat Description","Source IP","Destination IP","Destination Port","Source Port","Source MAC Address","Hostname","Destination Hostname","Source Hostname","Destination Group Name","attack_phase","Reference","Sha256","status"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.203","8800","59443","00:1e:f7:f7:0d:c0","134.186.169.203","134.186.169.203","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.140","8800","59367","00:1e:f7:f7:0d:c0","134.186.169.140","134.186.169.140","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.192","8800","59301","00:1e:f7:f7:0d:c0","134.186.169.192","134.186.169.192","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.15","8800","59513","00:1e:f7:f7:0d:c0","134.186.169.15","134.186.169.15","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.163","8800","59514","00:1e:f7:f7:0d:c0","134.186.169.163","134.186.169.163","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Malicious Behavior","Wget Commandline Injection","151.31.12.17","134.186.59.60","80","37743","00:1e:f7:f7:0d:c0","127.0.0.1","134.186.59.60","ppp-17-12.31-151.wind.it","California Department of Technology/Office of Technology","Point of Entry","","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.161","8800","61175","00:1e:f7:f7:0d:c0","134.186.169.161","134.186.169.161","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.131","8800","61646","00:1e:f7:f7:0d:c0","134.186.169.131","134.186.169.131","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.46","8800","61848","00:1e:f7:f7:0d:c0","134.186.169.46","134.186.169.46","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.201","8800","62246","00:1e:f7:f7:0d:c0","134.186.169.201","134.186.169.201","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.69","8800","62118","00:1e:f7:f7:0d:c0","134.186.169.69","134.186.169.69","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.34","8800","63028","00:1e:f7:f7:0d:c0","134.186.169.34","134.186.169.34","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.115","8800","63733","00:1e:f7:f7:0d:c0","134.186.169.115","134.186.169.115","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.85","8800","64038","00:1e:f7:f7:0d:c0","134.186.201.85","134.186.201.85","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.71","8800","63986","00:1e:f7:f7:0d:c0","134.186.169.71","134.186.169.71","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:10 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.152","8800","64561","00:1e:f7:f7:0d:c0","134.186.169.152","134.186.169.152","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.69","8800","49274","00:1e:f7:f7:0d:c0","134.186.201.69","134.186.201.69","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.117","8800","49584","00:1e:f7:f7:0d:c0","134.186.169.117","134.186.169.117","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.190","8800","50637","00:1e:f7:f7:0d:c0","134.186.169.190","134.186.169.190","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.187","8800","51061","00:1e:f7:f7:0d:c0","134.186.169.187","134.186.169.187","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.168.249","8800","51358","00:1e:f7:f7:0d:c0","134.186.168.249","134.186.168.249","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.124","8800","51844","00:1e:f7:f7:0d:c0","134.186.169.124","134.186.169.124","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.191","8800","52003","00:1e:f7:f7:0d:c0","134.186.169.191","134.186.169.191","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.121","8800","52248","00:1e:f7:f7:0d:c0","134.186.169.121","134.186.169.121","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.181","8800","53139","00:1e:f7:f7:0d:c0","134.186.169.181","134.186.169.181","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.7","8800","53831","00:1e:f7:f7:0d:c0","134.186.169.7","134.186.169.7","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.133","8800","53649","00:1e:f7:f7:0d:c0","134.186.169.133","134.186.169.133","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.2","8800","54362","00:1e:f7:f7:0d:c0","134.186.169.2","134.186.169.2","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:11 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.97","8800","54239","00:1e:f7:f7:0d:c0","134.186.169.97","134.186.169.97","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:12 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.168.226","8800","54645","00:1e:f7:f7:0d:c0","134.186.168.226","134.186.168.226","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:12 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.168.215","8800","54925","00:1e:f7:f7:0d:c0","134.186.168.215","134.186.168.215","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:12 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.49","8800","54776","00:1e:f7:f7:0d:c0","134.186.169.49","134.186.169.49","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:12 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.80","8800","56289","00:1e:f7:f7:0d:c0","134.186.169.80","134.186.169.80","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:12 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.169","8800","56226","00:1e:f7:f7:0d:c0","134.186.169.169","134.186.169.169","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:12 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.85","8800","56482","00:1e:f7:f7:0d:c0","134.186.169.85","134.186.169.85","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:12 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.169.50","8800","58032","00:1e:f7:f7:0d:c0","134.186.169.50","134.186.169.50","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:12 PM","High","Malicious Behavior","Wget Commandline Injection","91.225.76.45","134.186.165.122","80","50007","00:1e:f7:f7:0d:c0","127.0.0.1","134.186.165.122","91.225.76.45","California Department of Technology/Office of Technology","Point of Entry","","","Unresolved"
,"6/28/18 12:13 PM","High","Malicious Behavior","Wget Commandline Injection","81.229.49.201","134.186.117.24","80","58230","00:1e:f7:f7:0d:c0","127.0.0.1","134.186.117.24","81-229-49-201-no195.tbcn.telia.com","California Department of Technology/Office of Technology","Point of Entry","","","Unresolved"
,"6/28/18 12:14 PM","High","Malicious Behavior","Wget Commandline Injection","91.225.76.45","134.186.61.74","80","60276","00:1e:f7:f7:0d:c0","127.0.0.1","template.webtools.ca.gov","91.225.76.45","California Department of Technology/Office of Technology","Point of Entry","","","Unresolved"
,"6/28/18 12:15 PM","High","Malicious Behavior","Wget Commandline Injection","81.229.49.201","134.186.165.27","80","39797","00:1e:f7:f7:0d:c0","127.0.0.1","134.186.165.27","81-229-49-201-no195.tbcn.telia.com","California Department of Technology/Office of Technology","Point of Entry","","","Unresolved"
,"6/28/18 12:15 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.12.245","8800","62681","00:1e:f7:f7:0d:c0","134.186.12.245","134.186.12.245","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:15 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.12.247","8800","63187","00:1e:f7:f7:0d:c0","134.186.12.247","134.186.12.247","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:16 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.12.215","8800","52466","00:1e:f7:f7:0d:c0","134.186.12.215","134.186.12.215","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:16 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.12.219","8800","52718","00:1e:f7:f7:0d:c0","134.186.12.219","134.186.12.219","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:17 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","156.60.3.22","8800","60823","00:1e:f7:f7:0d:c0","156.60.3.22","156.60.3.22","112.226.76.11","California Department of Technology/Vacaville","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:20 PM","High","Malicious Behavior","Wget Commandline Injection","91.225.76.45","134.186.12.84","80","35772","00:1e:f7:f7:0d:c0","127.0.0.1","134.186.12.84","91.225.76.45","California Department of Technology/Office of Technology","Point of Entry","","","Unresolved"
,"6/28/18 12:21 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.84","8800","57192","00:1e:f7:f7:0d:c0","134.186.201.84","134.186.201.84","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:21 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.73","8800","58124","00:1e:f7:f7:0d:c0","134.186.201.73","134.186.201.73","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:22 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.87","8800","60517","00:1e:f7:f7:0d:c0","134.186.201.87","134.186.201.87","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:22 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.67","8800","63492","00:1e:f7:f7:0d:c0","134.186.201.67","134.186.201.67","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:22 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.82","8800","64317","00:1e:f7:f7:0d:c0","134.186.201.82","134.186.201.82","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:23 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.93","8800","53076","00:1e:f7:f7:0d:c0","134.186.201.93","134.186.201.93","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:23 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.86","8800","53664","00:1e:f7:f7:0d:c0","134.186.201.86","134.186.201.86","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:23 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.72","8800","54265","00:1e:f7:f7:0d:c0","134.186.201.72","134.186.201.72","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:23 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.201.89","8800","56529","00:1e:f7:f7:0d:c0","134.186.201.89","134.186.201.89","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:25 PM","High","Malicious Behavior","Wget Commandline Injection","179.108.39.89","134.186.62.140","8080","42038","00:1e:f7:f7:0d:c0","127.0.0.1","134.186.62.140","179.108.39.89","California Department of Technology/Office of Technology","Point of Entry","","","Unresolved"
,"6/28/18 12:26 PM","High","Malicious Behavior","Wget Commandline Injection","123.21.6.128","134.186.168.168","80","55033","00:1e:f7:f7:0d:c0","127.0.0.1","134.186.168.168","123.21.6.128","California Department of Technology/Office of Technology","Point of Entry","","","Unresolved"
,"6/28/18 12:27 PM","Medium","Exploits","SQL Inject - HTTP (Request)","217.160.62.50","165.235.35.54","80","49841","00:1e:f7:f7:0d:c0","www.ora.ca.gov","ora.ca.gov","infong1592.kundenserver.de","CGEN","Point of Entry","","","Unresolved"
,"6/28/18 12:28 PM","High","Malicious Behavior","Wget Commandline Injection","116.121.117.124","134.186.58.227","80","34137","00:1e:f7:f7:0d:c0","127.0.0.1","134.186.58.227","116.121.117.124","California Department of Technology/Office of Technology","Point of Entry","","","Unresolved"
,"6/28/18 12:29 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.171","8800","49966","00:1e:f7:f7:0d:c0","134.186.205.171","cws.access.ca.gov","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:29 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.188","8800","51433","00:1e:f7:f7:0d:c0","134.186.205.188","portal.calcloud.ca.gov","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:29 PM","Medium","Exploits","SQL Inject - HTTP (Request)","217.160.62.50","165.235.35.54","80","50683","00:1e:f7:f7:0d:c0","www.ora.ca.gov","ora.ca.gov","infong1592.kundenserver.de","CGEN","Point of Entry","","","Unresolved"
,"6/28/18 12:29 PM","Medium","Exploits","SQL Inject - HTTP (Request)","217.160.62.50","165.235.35.54","80","50695","00:1e:f7:f7:0d:c0","www.ora.ca.gov","ora.ca.gov","infong1592.kundenserver.de","CGEN","Point of Entry","","","Unresolved"
,"6/28/18 12:29 PM","Medium","Exploits","SQL Inject - HTTP (Request)","217.160.62.50","165.235.35.54","80","50691","00:1e:f7:f7:0d:c0","www.ora.ca.gov","ora.ca.gov","infong1592.kundenserver.de","CGEN","Point of Entry","","","Unresolved"
,"6/28/18 12:29 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.158","8800","52309","00:1e:f7:f7:0d:c0","134.186.205.158","134.186.205.158","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:29 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.132","8800","52571","00:1e:f7:f7:0d:c0","134.186.205.132","134.186.205.132","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:29 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.139","8800","53093","00:1e:f7:f7:0d:c0","134.186.205.139","134.186.205.139","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:29 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.164","8800","54138","00:1e:f7:f7:0d:c0","134.186.205.164","134.186.205.164","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:30 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.159","8800","54929","00:1e:f7:f7:0d:c0","134.186.205.159","134.186.205.159","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:30 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.147","8800","55113","00:1e:f7:f7:0d:c0","134.186.205.147","134.186.205.147","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:30 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.151","8800","55325","00:1e:f7:f7:0d:c0","134.186.205.151","134.186.205.151","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:30 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.138","8800","55212","00:1e:f7:f7:0d:c0","134.186.205.138","134.186.205.138","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:30 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.156","8800","55213","00:1e:f7:f7:0d:c0","134.186.205.156","134.186.205.156","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:30 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.176","8800","55852","00:1e:f7:f7:0d:c0","134.186.205.176","134.186.205.176","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
,"6/28/18 12:30 PM","High","Exploits","CVE-2017-5638 - APACHE STRUTS EXPLOIT - HTTP (Request) - Variant 2","112.226.76.11","134.186.205.175","8800","55739","00:1e:f7:f7:0d:c0","134.186.205.175","134.186.205.175","112.226.76.11","California Department of Technology/Office of Technology","Point of Entry","CVE-2017-5638","","Unresolved"
